word,category,frequency,length
denominations,noun,15,13
climax,noun,14,6
unconcerned,adjective,8,11
inactive,adjective,7,8
appalling,adjective,9,9
recreational,adjective,8,12
confuse,verb,5,7
uniformity,noun,11,10
paradigm,noun,6,8
partition,noun,6,9
grim,adjective,14,4
hostility,noun,6,9
differentiation,noun,8,15
exclusion,noun,7,9
amorphous,adjective,6,9
defines,verb,5,7
interfaith,adjective,7,10
relating,verb,20,8
finite,noun,11,6
affecting,verb,5,9
occasioned,verb,5,10
pathological,adjective,9,12
proportions,noun,18,11
authoritarian,adjective,5,13
prominence,noun,5,10
ceylon,noun,5,6
buddhism,noun,9,8
missionaries,noun,10,12
tolerance,noun,9,9
jerusalem,noun,7,9
cairo,noun,5,5
interval,noun,18,8
cultures,noun,12,8
foremost,adjective,5,8
prevalent,adjective,5,9
dominant,adjective,65,8
mentioning,verb,8,10
calculation,noun,12,11
repelled,verb,5,8
probabilities,noun,20,13
risks,noun,5,5
imputed,verb,5,7
analyzing,verb,8,9
worlds,noun,7,6
weighed,verb,16,7
contingencies,noun,5,13
distinctions,noun,15,12
toynbee,noun,9,7
accidental,adjective,9,10
comparative,adjective,17,11
anguish,noun,8,7
prevail,verb,7,7
deduced,verb,6,7
distinguishing,verb,6,14
annihilation,noun,6,12
precautions,noun,7,11
incur,verb,5,5
evils,noun,9,5
frightful,adjective,6,9
affirm,verb,12,6
clothed,verb,5,7
repel,verb,8,5
attaining,verb,6,9
planet,noun,21,6
unrelated,adjective,7,9
thoughtful,adjective,11,10
aspirations,noun,12,11
assumptions,noun,23,11
realtor,noun,5,7
conceive,verb,14,8
realtors,noun,19,8
psychologists,noun,11,13
clarify,verb,13,7
ambivalence,noun,5,11
oneself,function,5,7
restrictive,adjective,7,11
avoidance,noun,8,9
attach,verb,14,6
insistent,adjective,8,9
respectability,noun,5,14
alumni,noun,9,6
exercised,verb,18,9
involvement,noun,13,11
minimized,verb,5,9
privacy,noun,12,7
declining,verb,9,9
securing,noun,7,8
agitation,noun,6,9
equity,noun,7,6
judicial,adjective,16,8
compliance,noun,6,10
professions,noun,5,11
pressed,verb,29,7
professed,verb,5,9
shaping,verb,8,7
metallic,adjective,9,8
rent,verb,21,4
peas,noun,24,4
attic,noun,16,5
blizzard,noun,7,8
snows,verb,7,5
planets,noun,22,7
swallow,verb,10,7
pill,noun,15,4
swell,verb,7,5
magnified,verb,6,9
luminous,adjective,12,8
oxygen,noun,44,6
orbits,noun,9,6
sponge,noun,7,6
discouraging,adjective,5,12
obeyed,verb,7,6
physicist,noun,5,9
waves,noun,51,5
pond,noun,25,4
counterpoint,noun,5,12
daytime,noun,18,7
modify,verb,6,6
approximation,noun,7,13
generalize,verb,5,10
conformity,noun,16,10
lessened,verb,9,8
gossip,noun,13,6
sexual,adjective,59,6
lowering,noun,5,8
dependable,adjective,8,10
seminary,noun,10,8
evangelical,adjective,5,11
patriot,noun,10,7
strains,noun,8,7
walt,noun,5,4
hawthorne,noun,6,9
arising,verb,11,7
initiation,noun,7,10
disclose,verb,9,8
comply,verb,5,6
hopkins,noun,7,7
fearless,adjective,7,8
impulse,noun,20,7
enrolled,verb,9,8
worldly,adjective,9,7
ancestors,noun,6,9
interdependent,adjective,8,14
observance,noun,6,10
generating,verb,7,10
manifested,verb,6,10
rigid,adjective,24,5
empirical,adjective,23,9
burial,noun,11,6
magical,adjective,12,7
manipulation,noun,7,12
mahayana,noun,11,8
package,noun,20,7
zen,noun,26,3
pantheon,noun,5,8
monastic,adjective,7,8
proponents,noun,6,10
metaphysical,adjective,16,12
doctrines,noun,5,9
stillness,noun,9,9
perceived,verb,12,9
perception,noun,29,10
handicap,noun,6,8
ordering,noun,13,8
haste,noun,9,5
drug,noun,24,4
contemplation,noun,6,13
attained,verb,8,8
inhabited,verb,6,9
beckoned,verb,7,8
buddha,noun,8,6
indulgence,noun,5,10
excited,verb,23,7
disseminated,verb,6,12
ephesians,noun,5,9
amen,function,19,4
habit,noun,23,5
righteous,adjective,5,9
yourselves,function,8,10
dwelling,verb,13,8
instantaneous,adjective,5,13
hears,verb,7,5
cursed,verb,11,6
spit,verb,11,4
mock,adjective,8,4
guideposts,noun,8,10
sorrow,noun,9,6
astounding,adjective,5,10
blade,noun,13,5
whisper,noun,12,7
materialism,noun,7,11
thornburg,noun,8,9
mailing,verb,8,7
ingredients,noun,9,11
dim,adjective,19,3
alaska,noun,22,6
jew,noun,26,3
contributes,verb,10,11
distances,noun,19,9
shield,noun,8,6
brightness,noun,18,10
hated,verb,28,5
rumors,noun,6,6
waving,verb,13,6
marina,noun,10,6
proclamation,noun,14,12
landlord,noun,12,8
gleaming,verb,6,8
bodybuilder,noun,6,11
barbell,noun,5,7
hey,function,15,3
gonna,verb,17,5
gotta,verb,5,5
weights,noun,11,7
weider,noun,6,6
pupil,noun,20,5
exercising,noun,6,10
skiing,noun,7,6
dissatisfied,verb,6,12
elbows,noun,7,6
width,noun,14,5
affords,verb,5,7
symmetry,noun,7,8
lengths,noun,23,7
thighs,noun,7,6
squatting,verb,7,9
writhing,verb,6,8
skin,noun,47,4
improves,verb,11,8
concentrated,verb,30,12
straightening,verb,6,13
pansies,noun,13,7
glaring,verb,7,7
beauties,noun,5,8
puzzled,verb,19,7
blooming,noun,10,8
pansy,noun,6,5
compost,noun,8,7
ventilation,noun,6,11
dig,verb,10,3
spray,noun,16,5
sprinkling,noun,7,10
porous,adjective,12,6
mulch,noun,6,5
hay,noun,19,3
phosphate,noun,7,9
meal,noun,30,4
encourages,verb,5,10
spade,verb,10,5
manure,noun,6,6
diluted,verb,6,7
dissolved,verb,15,9
moisture,noun,10,8
thaw,noun,6,4
bloomed,verb,6,7
blossoms,noun,7,8
assures,verb,6,7
shear,verb,40,5
leaf,noun,12,4
behave,verb,13,6
reputable,adjective,7,9
cared,verb,15,5
buds,noun,5,4
avocado,noun,10,7
avocados,noun,6,8
tasted,verb,10,6
pear,noun,6,4
pulp,noun,5,4
ripe,adjective,14,4
anticipation,noun,20,12
refrigerated,verb,5,12
packing,verb,17,7
cooling,noun,42,7
egg,noun,12,3
nutrients,noun,5,9
acids,noun,7,5
appreciable,adjective,5,11
vitamin,noun,5,7
dietary,adjective,6,7
vibration,noun,5,9
ballistic,adjective,17,9
stealth,noun,5,7
terrifying,adjective,7,10
attacker,noun,6,8
vulnerability,noun,7,13
committing,verb,5,10
location,noun,63,8
vessels,noun,12,7
detect,verb,10,6
compute,verb,7,7
mobility,noun,8,8
perfected,verb,5,9
employing,verb,10,9
hardened,verb,12,8
atlas,noun,12,5
titan,noun,7,5
airborne,adjective,7,8
duration,noun,11,8
airfields,noun,6,9
doomed,verb,10,6
ratio,noun,36,5
obsolete,adjective,5,8
propulsion,noun,6,10
weighing,verb,9,8
sac,noun,8,3
reconnaissance,noun,9,14
priceless,adjective,5,9
infrared,adjective,12,8
photography,noun,7,11
dual,adjective,9,4
schnabel,noun,6,8
performer,noun,7,9
curzon,noun,5,6
differs,verb,10,7
structural,adjective,25,10
cite,verb,7,4
locating,verb,11,8
fidelity,noun,8,8
multiplied,verb,7,10
alteration,noun,7,10
imitation,noun,23,9
easiest,adjective,7,7
steinberg,noun,15,9
minimal,adjective,27,7
frequency,noun,22,9
aesthetic,adjective,26,9
noises,noun,6,6
resonance,noun,14,9
pacing,noun,7,6
vanish,verb,5,6
brute,noun,6,5
sensing,verb,8,7
handler,noun,6,7
sportsmen,noun,6,9
intermediates,noun,5,13
intermediate,adjective,21,12
licensed,verb,6,8
terrier,noun,6,7
kitten,noun,5,6
wipe,verb,10,4
examination,noun,29,11
fishermen,noun,7,9
concentrations,noun,9,14
coasts,noun,6,6
tedious,adjective,6,7
trailer,noun,11,7
hauled,verb,9,6
horizons,noun,6,8
camping,verb,18,7
plywood,noun,9,7
plastic,noun,32,7
bunks,noun,17,5
horsepower,noun,5,10
launch,verb,10,6
rating,noun,10,6
terrified,verb,7,9
infancy,noun,11,7
carefree,adjective,9,8
coordinated,verb,14,11
dock,verb,8,4
nomenclature,noun,7,12
interlocking,verb,9,12
tappets,noun,13,7
tappet,noun,15,6
locking,verb,31,7
angles,noun,11,6
notches,noun,6,7
sloping,verb,7,7
slide,verb,20,5
pulls,verb,9,5
levers,noun,6,6
connecting,verb,6,10
rails,noun,9,5
photos,noun,7,6
widths,noun,5,6
spacing,noun,6,7
drilled,verb,5,7
spacers,noun,5,7
screws,noun,10,6
drilling,verb,10,8
contacts,noun,25,8
nuts,noun,21,4
twisted,verb,19,7
insert,verb,13,6
slots,noun,5,5
flush,adjective,10,5
slot,noun,6,4
underside,noun,5,9
lifting,verb,8,7
progresses,verb,6,10
accessible,adjective,5,10
rotating,verb,11,8
triangular,adjective,5,10
alike,adjective,6,5
files,noun,13,5
equations,noun,10,9
multiplication,noun,6,14
subtraction,noun,6,11
fractions,noun,20,9
simplified,verb,9,10
constants,noun,9,9
displacement,noun,23,12
boring,verb,5,6
cylinders,noun,7,9
piston,noun,7,6
computing,verb,11,9
cylinder,noun,18,8
centimeters,noun,8,11
compression,noun,8,11
combustion,noun,12,10
liquid,noun,48,6
liquids,noun,6,7
thickness,noun,43,9
axle,noun,5,4
tire,noun,22,4
simplify,verb,9,8
substituted,verb,15,11
radius,noun,9,6
measurement,noun,34,11
rpm,noun,7,3
stable,noun,30,6
dale,noun,5,4
hanover,noun,66,7
gal,noun,5,3
tar,noun,12,3
colt,noun,18,4
brood,noun,9,5
mare,noun,15,4
fury,noun,19,4
hoot,noun,9,4
caper,noun,6,5
trot,noun,12,4
thrived,verb,5,7
thor,noun,9,4
harness,noun,10,7
worms,noun,5,5
paced,verb,11,5
adios,noun,5,5
masculine,adjective,7,9
hickory,noun,6,7
trotted,verb,7,7
faber,noun,5,5
martha,noun,5,6
trader,noun,8,6
baffled,verb,5,7
rocked,verb,8,6
skipped,verb,8,7
gallon,noun,6,6
straightened,verb,19,12
cathy,noun,20,5
duke,noun,11,4
hi,function,6,2
stormy,adjective,8,6
mocking,verb,5,7
rack,noun,9,4
deerstalker,noun,6,11
timber,noun,19,6
velocity,noun,26,8
magnum,noun,11,6
cartridge,noun,6,9
antelope,noun,7,8
carbine,noun,6,7
wart,noun,11,4
barrels,noun,8,7
revolver,noun,14,8
bullet,noun,28,6
compares,verb,6,8
scales,verb,5,6
trigger,noun,12,7
muzzle,noun,10,6
remington,noun,5,9
edible,adjective,5,6
magnums,noun,5,7
recoil,noun,5,6
cartridges,noun,5,10
brakes,noun,7,6
shortened,verb,7,9
pump,noun,11,4
saddle,noun,25,6
scabbard,noun,5,8
cocked,verb,6,6
gauge,noun,12,5
hunters,noun,6,7
fore,adjective,5,4
firearms,noun,7,8
coupled,verb,14,7
livery,noun,5,6
creaking,verb,5,8
tallyho,noun,7,7
cruz,noun,8,4
orchards,noun,5,8
lantern,noun,13,7
complain,verb,11,8
boulder,noun,10,7
creek,noun,14,5
rode,verb,40,4
hamper,noun,5,6
smoked,verb,9,6
resin,noun,9,5
fragrance,noun,6,9
boots,noun,20,5
whiskey,noun,17,7
patent,noun,35,6
medicines,noun,5,9
chewing,verb,13,7
draped,verb,9,6
roast,noun,10,5
fond,adjective,13,4
inspect,verb,12,7
shave,verb,6,5
jaw,noun,16,3
boiled,verb,10,6
minced,verb,6,6
sauce,noun,20,5
pinch,noun,6,5
fried,verb,6,5
ernest,noun,10,6
grill,noun,12,5
sherry,noun,8,6
amused,verb,9,6
primacy,noun,5,7
reins,noun,9,5
button,noun,10,6
curve,noun,45,5
tilt,verb,5,4
cigar,noun,10,5
fork,noun,14,4
ripple,verb,5,6
ink,noun,7,3
strewn,verb,6,6
pigs,noun,6,4
cured,verb,7,5
roasted,verb,5,7
mustard,noun,20,7
lime,noun,13,4
tablespoons,noun,7,11
walnuts,noun,5,7
pint,noun,13,4
simmer,verb,5,6
vineyards,noun,5,9
nuisance,noun,5,8
fences,noun,16,6
pies,noun,5,4
apple,noun,9,5
apples,noun,6,6
oven,noun,7,4
pie,noun,14,3
ledger,noun,7,6
hawaii,noun,16,6
photographic,adjective,11,12
birthplace,noun,6,10
villages,noun,12,8
metropolis,noun,8,10
forge,noun,10,5
beaches,noun,14,7
ferry,noun,11,5
sunlight,noun,17,8
expanse,noun,5,7
tourist,noun,16,7
photograph,verb,18,10
surroundings,noun,8,12
adventure,noun,14,9
lit,verb,17,3
photo,noun,5,5
uneven,adjective,6,6
filtering,verb,6,9
midwestern,adjective,6,10
landmarks,noun,7,9
mischief,noun,5,8
carriages,noun,6,9
holland,noun,8,7
derby,noun,7,5
zion,noun,6,4
canyon,noun,12,6
formations,noun,7,10
loom,verb,6,4
istanbul,noun,5,8
disappearing,verb,5,12
graceful,adjective,10,8
bosphorus,noun,5,9
constantine,noun,8,11
turks,noun,5,5
t,noun,77,1
sophia,noun,7,6
mosque,noun,10,6
seventeenth,adjective,11,11
bazaar,noun,7,6
michelangelo,noun,20,12
plastered,verb,5,9
hippodrome,noun,5,10
obelisk,noun,6,7
courtyard,noun,8,9
rectangular,adjective,5,11
burnt,verb,6,5
pillars,noun,5,7
towers,noun,5,6
illuminated,verb,14,11
cups,noun,14,4
diamonds,noun,7,8
emeralds,noun,6,8
squares,noun,13,7
coals,noun,8,5
grease,noun,9,6
sauces,noun,5,6
detergent,noun,25,9
rinse,verb,6,5
aluminum,noun,18,8
meats,noun,12,5
thermometer,noun,10,11
hibachi,noun,5,7
forks,noun,7,5
flares,verb,6,6
unbreakable,adjective,5,11
frozen,verb,27,6
chilled,verb,7,7
dressing,noun,22,8
buns,noun,8,4
knives,noun,7,6
franks,noun,8,6
sausages,noun,5,8
frankfurter,noun,17,11
gloves,noun,7,6
charcoal,noun,14,8
cheese,noun,9,6
fix,verb,14,3
popping,verb,6,7
tablespoon,noun,6,10
frankfurters,noun,7,12
chunks,noun,5,6
spear,verb,7,5
pretend,adjective,8,7
drained,verb,7,7
strips,noun,14,6
pottery,noun,16,7
molds,noun,7,5
stains,noun,10,6
bubbles,noun,14,7
cracking,verb,14,8
wax,noun,14,3
mold,noun,45,4
cavity,noun,12,6
antique,noun,12,7
tapping,noun,6,7
plaster,noun,23,7
bending,verb,7,7
craters,noun,5,7
bisque,noun,6,6
glazed,verb,5,6
coats,noun,10,5
decorated,verb,6,9
stained,verb,28,7
stain,noun,6,5
opaque,adjective,6,6
transparent,adjective,13,11
spaced,verb,8,6
pencil,noun,34,6
lids,noun,5,4
jar,noun,16,3
measurements,noun,54,12
circular,adjective,21,8
coil,noun,6,4
rim,noun,5,3
construct,verb,12,9
reinforce,verb,10,9
seam,noun,9,4
container,noun,10,9
spoon,noun,6,5
vases,noun,11,5
candles,noun,5,7
holder,noun,27,6
cardboard,noun,5,9
bottle,noun,76,6
strand,noun,7,6
marker,noun,5,6
needle,noun,15,6
sew,verb,6,3
curved,verb,7,6
weaving,verb,5,7
hotei,noun,5,5
forward,adjective,18,7
toilet,noun,13,6
bin,noun,9,3
needless,adjective,11,8
fiberglas,noun,5,9
mahogany,noun,8,8
battens,noun,15,7
nails,noun,14,5
nail,noun,6,4
glue,noun,8,4
transom,noun,17,7
glued,verb,19,5
keelson,noun,10,7
chines,noun,5,6
planking,noun,8,8
jig,noun,8,3
screwed,verb,14,7
stem,noun,30,4
butt,verb,12,4
clamps,noun,6,6
clamped,verb,8,7
plank,verb,7,5
pigment,noun,9,7
mixing,verb,10,6
linden,noun,7,6
installing,verb,5,10
flooring,noun,7,8
exterior,adjective,8,8
bottoms,noun,8,7
bunk,noun,18,4
drains,verb,5,6
cement,noun,11,6
cottages,noun,6,8
timbers,noun,5,7
ingenious,adjective,10,9
specify,verb,11,7
expandable,adjective,6,10
particle,noun,21,8
obtainable,adjective,11,10
compound,noun,11,8
milling,noun,18,7
spindle,noun,8,7
quill,noun,9,5
movable,adjective,19,7
tilted,verb,12,6
radial,adjective,5,6
horizontal,adjective,9,10
sealed,verb,13,6
dusting,verb,6,7
adjusting,verb,11,9
fibers,noun,23,6
reversing,verb,6,9
scrap,noun,8,5
dimensional,adjective,11,11
sequence,noun,35,8
newburyport,noun,5,11
salisbury,noun,5,9
jonathan,noun,5,8
commonwealth,noun,7,12
timothy,noun,11,7
arch,noun,13,4
coombs,noun,9,6
travels,noun,5,7
breadth,noun,7,7
invention,noun,20,9
piers,noun,6,5
eccentric,adjective,11,9
cheek,noun,20,5
relates,verb,8,7
oxen,noun,10,4
drowned,verb,6,7
roadway,noun,5,7
philippi,noun,5,8
infantry,noun,16,8
retreating,verb,5,10
armies,noun,15,6
buggy,noun,6,5
grafton,noun,5,7
carving,verb,6,7
beams,noun,13,5
raid,noun,10,4
piling,verb,6,6
confederate,adjective,14,11
centering,verb,5,9
rigorous,adjective,7,8
cling,verb,6,5
dreaming,verb,11,8
tubes,noun,24,5
annoying,adjective,6,8
colder,adjective,5,6
dictated,verb,5,8
pavement,noun,11,8
pertaining,verb,5,10
gatherings,noun,7,10
trunks,noun,5,6
ratings,noun,9,7
protesting,verb,7,10
brutal,adjective,7,6
dripping,verb,7,8
bathing,verb,15,7
chlorine,noun,33,8
paints,noun,10,6
enjoined,verb,5,8
bottles,noun,15,7
ph,noun,8,2
filter,noun,9,6
pins,noun,6,4
debris,noun,8,6
pumping,verb,8,7
insect,noun,14,6
pipes,noun,7,5
latitude,noun,5,8
conditioning,noun,14,12
ducts,noun,6,5
installation,noun,12,12
upkeep,noun,6,6
offset,verb,9,6
thermal,adjective,33,7
filtered,verb,6,8
awake,verb,13,5
refreshed,verb,5,9
screens,noun,10,7
conditioner,noun,13,11
economical,adjective,22,10
furnace,noun,11,7
conditioners,noun,5,12
basement,noun,31,8
closet,noun,16,6
garage,noun,21,6
insulation,noun,10,10
thermostat,noun,6,10
extracted,verb,9,9
negligible,adjective,10,10
btu,noun,6,3
penetrate,verb,7,9
condensation,noun,7,12
pretending,verb,12,10
geological,adjective,8,10
desolate,adjective,6,8
frontage,noun,7,8
overall,adjective,12,7
stones,noun,12,6
caves,noun,6,5
encroachment,noun,5,12
topography,noun,6,10
slopes,noun,7,6
checking,noun,5,8
serge,noun,5,5
republics,noun,6,9
skeptical,adjective,7,9
oranges,noun,6,7
mistress,noun,5,8
gaiety,noun,8,6
outraged,verb,7,8
beset,verb,7,5
epoch,noun,6,5
fluent,adjective,5,6
environment,noun,43,11
compose,verb,6,7
profile,noun,15,7
novelty,noun,5,7
compass,noun,13,7
swayed,verb,9,6
transform,verb,7,9
homogeneity,noun,5,11
shabby,adjective,5,6
expeditions,noun,6,11
max,noun,12,3
watercolor,noun,12,10
recognizable,adjective,7,12
washes,noun,5,6
spontaneity,noun,7,11
linear,adjective,21,6
easel,noun,5,5
umbrella,noun,8,8
tissue,noun,41,6
shaved,verb,9,6
connotation,noun,5,11
synthesis,noun,16,9
inventory,noun,23,9
athletes,noun,5,8
gymnastics,noun,11,10
persistence,noun,9,11
newborn,adjective,6,7
fitness,noun,8,7
anxiety,noun,42,7
clumsy,adjective,6,6
climb,verb,12,5
palms,noun,8,5
straighten,verb,7,10
lessening,verb,7,9
beginnings,noun,9,10
electronics,noun,32,11
staggering,adjective,6,10
ultrasonic,adjective,8,10
ultraviolet,adjective,14,11
bacteria,noun,8,8
microorganisms,noun,12,14
microscopic,adjective,8,11
replaces,verb,6,8
microscope,noun,8,10
amplified,verb,6,9
rotated,verb,6,7
illumination,noun,9,12
respiratory,adjective,17,11
monster,noun,6,7
carbon,noun,30,6
nitrogen,noun,12,8
lung,noun,16,4
mouthpiece,noun,7,10
outlines,verb,6,8
sonar,noun,7,5
meters,noun,11,6
traverse,verb,5,8
generator,noun,14,9
evaluation,noun,31,10
transducer,noun,10,10
outputs,noun,5,7
computer,noun,13,8
receivers,noun,5,9
antenna,noun,13,7
detected,verb,12,8
receiver,noun,13,8
transmitted,verb,8,11
detection,noun,13,9
exploration,noun,25,11
submerged,verb,7,9
indicator,noun,8,9
anatomical,adjective,9,10
lens,noun,12,4
tub,noun,13,3
veins,noun,6,5
boyhood,noun,5,7
surveyor,noun,5,8
borrow,verb,9,6
stimulate,verb,6,9
copenhagen,noun,6,10
lodging,verb,5,7
supplemented,verb,6,12
banished,verb,7,8
essay,noun,19,5
pharmacy,noun,5,8
divisive,adjective,5,8
oersted,noun,13,7
voltaic,adjective,7,7
ritter,noun,9,6
fertile,adjective,5,7
disorganized,verb,5,12
celestial,adjective,8,9
reckon,verb,7,6
salts,noun,6,5
pursue,verb,20,6
faculties,noun,5,9
esteem,noun,5,6
magnetism,noun,8,9
similarity,noun,9,10
fuse,noun,5,4
vapor,noun,12,5
electrostatic,adjective,9,13
polarity,noun,5,8
drugs,noun,28,5
assumes,verb,8,7
bacterial,adjective,14,9
diarrhea,noun,7,8
incidence,noun,7,9
bloat,noun,8,5
calves,noun,6,6
grams,noun,18,5
scours,noun,5,6
severity,noun,5,8
onset,noun,38,5
disappear,verb,11,9
aureomycin,noun,5,10
reduces,verb,7,7
infections,noun,5,10
rot,noun,8,3
milligram,noun,5,9
infection,noun,8,9
abortion,noun,6,8
gram,noun,10,4
consuming,verb,5,9
lambs,noun,7,5
creep,noun,10,5
iodinated,verb,7,9
registry,noun,7,8
enzymes,noun,11,7
enzyme,noun,6,6
preparations,noun,15,12
utilization,noun,9,11
reproduction,noun,6,12
pasture,noun,14,7
sodium,noun,12,6
ketosis,noun,6,7
mechanized,verb,5,10
elevator,noun,12,8
sixties,noun,22,7
intensification,noun,8,15
distributor,noun,7,11
counter,verb,26,7
enhance,verb,5,7
headaches,noun,6,9
economies,noun,7,9
evaluated,verb,11,9
quantitative,adjective,9,12
qualitative,adjective,6,11
beverage,noun,5,8
wrapped,verb,14,7
defining,verb,10,8
politeness,noun,5,10
necessities,noun,13,11
dictionary,noun,57,10
occupational,adjective,11,12
furnishes,verb,5,9
institutional,adjective,9,13
determines,verb,14,10
examining,verb,7,9
extant,adjective,5,6
synthetic,adjective,12,9
inhibition,noun,6,10
frowned,verb,8,7
educator,noun,10,8
denies,verb,6,6
shortsighted,adjective,5,12
molding,noun,15,7
suffice,verb,5,7
correlation,noun,16,11
accreditation,noun,7,13
printing,verb,18,8
uninterrupted,adjective,5,13
vending,verb,6,7
relying,verb,5,7
vacations,noun,9,9
assigning,verb,9,9
distinguish,verb,19,11
treatments,noun,11,10
checkbook,noun,5,9
deceased,noun,10,8
alleviate,verb,5,9
adopting,verb,11,8
ammunition,noun,18,10
consultants,noun,7,11
carryover,noun,12,9
teen,noun,6,4
tents,noun,10,5
campers,noun,9,7
harassed,verb,6,8
migration,noun,5,9
comforts,noun,5,8
wandering,verb,7,9
remedies,noun,6,8
fights,verb,6,6
advancement,noun,10,11
turbine,noun,6,7
secretaries,noun,9,11
patents,noun,19,7
badge,noun,5,5
evaluations,noun,5,11
oakwood,noun,5,7
tenants,noun,9,7
lays,verb,6,4
supplier,noun,6,8
shocks,noun,5,6
bugs,noun,8,4
fluids,noun,15,6
clause,noun,9,6
discount,noun,12,8
liability,noun,7,9
plastics,noun,31,8
entrenched,verb,5,10
neon,noun,14,4
tubing,noun,6,6
aggregate,adjective,8,9
fabrication,noun,8,11
molded,verb,12,6
styrene,noun,7,7
acrylic,noun,11,7
dominates,verb,7,9
extruded,verb,9,8
chipping,verb,6,8
cellulose,noun,10,9
acetate,noun,7,7
butyrate,noun,9,8
polyester,noun,5,9
shielded,verb,5,8
adhesive,noun,6,8
changeable,adjective,5,10
openings,noun,7,8
installations,noun,16,13
formulation,noun,17,11
sprayed,verb,6,7
quicker,adjective,5,7
doorway,noun,15,7
stud,noun,7,4
unload,verb,7,6
carrier,noun,9,7
unitized,verb,5,8
lb,noun,8,2
unloading,verb,5,9
packages,noun,6,8
bricks,noun,6,6
scaffold,noun,6,8
carpenter,noun,6,9
smart,adjective,20,5
palaces,noun,5,7
champagne,noun,13,9
untouched,adjective,9,9
clinging,verb,7,8
lofty,adjective,5,5
squat,adjective,7,5
kilometer,noun,8,9
wiser,adjective,7,5
supplementary,adjective,9,13
indulge,verb,9,7
seating,verb,5,7
nickel,noun,7,6
cute,adjective,5,4
peanuts,noun,5,7
linguist,noun,13,8
programming,noun,5,11
perverse,adjective,5,8
anthropology,noun,7,12
linguistics,noun,5,11
charting,verb,7,8
norms,noun,24,5
linguists,noun,11,9
systematic,adjective,18,10
psychiatric,adjective,5,11
therapy,noun,12,7
laughing,verb,28,8
nodding,verb,7,7
impaired,verb,7,8
revealing,verb,11,9
relate,verb,7,6
therapeutic,adjective,13,11
psychiatrists,noun,5,13
discernible,adjective,8,11
psychotherapy,noun,6,13
therapist,noun,19,9
linguistic,adjective,10,10
flags,verb,5,5
rehearsed,verb,7,9
ambiguity,noun,11,9
stressing,verb,5,9
indicators,noun,9,10
actuality,noun,8,9
sailed,verb,10,6
bari,noun,14,4
anchored,verb,10,8
laden,adjective,6,5
hideous,adjective,11,7
poisonous,adjective,5,9
depot,noun,13,5
vile,adjective,5,4
cargo,noun,7,5
secrecy,noun,9,7
decks,noun,6,5
raids,noun,5,5
vesole,noun,5,6
stunned,verb,8,7
shook,verb,57,5
seaman,noun,7,6
gazed,verb,7,5
damned,verb,19,6
vecchio,noun,8,7
snatched,verb,11,8
flashlight,noun,8,10
laughed,verb,51,7
bellowed,verb,6,8
roared,verb,18,6
crashing,verb,7,8
invisible,adjective,8,9
beacon,noun,5,6
clambered,verb,6,9
wounded,verb,23,7
cries,noun,6,5
gaze,verb,12,4
staring,verb,26,7
weird,adjective,10,5
irregular,adjective,9,9
slab,noun,9,4
whispered,verb,23,9
wakeful,adjective,5,7
imagery,noun,10,7
concurrent,adjective,7,10
sensory,adjective,9,7
images,noun,37,6
momentary,adjective,6,9
perpetuate,verb,5,10
counterpart,noun,9,11
bizarre,adjective,7,7
escorted,verb,5,8
gradient,adjective,14,8
psychologist,noun,10,12
orator,noun,5,6
nutrition,noun,8,9
caring,verb,10,6
farming,verb,16,7
sandy,adjective,6,5
erosion,noun,6,7
faulkner,noun,21,8
herd,noun,22,4
wastes,noun,6,6
soils,noun,15,5
cereal,noun,17,6
fertility,noun,10,9
complexion,noun,6,10
struggled,verb,8,9
wires,noun,13,5
peered,verb,20,6
grinned,verb,30,7
gravel,noun,9,6
labored,verb,5,7
burlington,noun,6,10
concord,noun,10,7
montpelier,noun,7,10
jenny,noun,8,5
hillside,noun,9,8
barre,noun,5,5
aviation,noun,5,8
fogg,noun,23,4
englander,noun,5,9
wiry,adjective,8,4
legendary,adjective,6,9
waco,noun,5,4
begged,verb,13,6
safer,adjective,5,5
wolfe,noun,8,5
somers,noun,7,6
telegram,noun,8,8
airplanes,noun,10,9
crawled,verb,20,7
visibility,noun,5,10
wishing,verb,5,7
clocks,noun,8,6
bark,noun,14,4
overcast,noun,9,8
messenger,noun,10,9
hazy,adjective,5,4
penny,noun,25,5
serenity,noun,6,8
unhappiness,noun,6,11
doll,noun,10,4
dandy,adjective,17,5
gadgets,noun,7,7
scrub,verb,9,5
slips,noun,8,5
dolls,noun,12,5
creativity,noun,9,10
projecting,verb,6,10
forestall,verb,5,9
huxley,noun,6,6
victorian,adjective,8,9
joking,verb,5,6
intercourse,noun,9,11
hymen,noun,13,5
membrane,noun,6,8
vagina,noun,10,6
vaginal,adjective,7,7
learns,verb,10,6
erotic,adjective,8,6
caresses,noun,5,8
anterior,adjective,5,8
posterior,adjective,6,9
facilitate,verb,5,10
accumulated,verb,10,11
orgasm,noun,7,6
nude,adjective,20,4
kenneth,noun,6,7
censorship,noun,5,10
bump,verb,5,4
reversed,verb,8,8
steichen,noun,10,8
calderone,noun,6,9
ironing,verb,5,7
submitting,verb,6,10
bacon,noun,10,5
postwar,adjective,11,7
diana,noun,7,5
harrington,noun,7,10
prostitute,noun,6,10
diane,noun,14,5
hid,verb,6,3
jelke,noun,7,5
searched,verb,9,8
clad,verb,7,4
